predicted_utilization,dynamic_tariff,baseline_tariff,revenue_dynamic,revenue_baseline,simulated_utilization
1.0,22.5,15.0,1163.7281249999999,775.8187499999999,0.85
0.9966666666666668,22.5,15.0,65.62500000749999,43.750000005,0.8471666666666667
1.0,22.5,15.0,196.875,131.25,0.85
0.6666666666666659,19.299999999999983,15.0,45.033333326899964,34.999999995,0.6666666666666659
1.0,22.5,15.0,236.25,157.5,0.85
1.0,22.5,15.0,1093.574999925,729.04999995,0.85
1.0,22.5,15.0,96.293749995,64.19583333,0.85
0.6699999999999995,19.37999999999999,15.0,90.44000000645995,70.000000005,0.6699999999999995
0.25,10.5,15.0,18.375,26.25,0.3
1.0,22.5,15.0,157.5,105.0,0.85
1.0,22.5,15.0,450.0,300.0,0.85
1.0,22.5,15.0,7162.49999925,4774.9999995,0.85
1.0,22.5,15.0,910.8,607.1999999999999,0.85
0.1416619496855347,10.5,15.0,73.5,105.0,0.16999433962264163
1.0,22.5,15.0,105.0000000075,70.000000005,0.85
1.0,22.5,15.0,945.0,630.0,0.85
1.0,22.5,15.0,52.4999999925,34.999999995,0.85
0.1666666666666665,10.5,15.0,6.1249999965,8.749999995,0.1999999999999998
0.0,10.5,15.0,0.0,0.0,0.0
1.0,22.5,15.0,873.262500075,582.17500005,0.85
1.0,22.5,15.0,874.6875,583.125,0.85
